,ECLO
4220,0.06849315
4221,0.05479452
4222,0.02739726
4223,0.10958904
4224,0.05479452
4225,0.02739726
4226,0.02739726
4227,0.05479452
4228,0.02739726
4229,0.05479452
4230,0.02739726
4231,0.02739726
4232,0.02739726
4233,0.02739726
4234,0.02739726
4235,0.05479452
4236,0.02739726
4237,0.04109589
4238,0.02739726
4239,0.10958904
4240,0.02739726
4241,0.02739726
4242,0.05479452
4243,0.02739726
4244,0.02739726
4245,0.02739726
4246,0.01369863
4247,0.02739726
4248,0.05479452
4249,0.02739726
4250,0.02739726
4251,0.10958904
4252,0.12328767
4253,0.05479452
4254,0.05479452
4255,0.02739726
4256,0.02739726
4257,0.02739726
4258,0.09589041
4259,0.02739726
4260,0.06849315
4261,0.06849315
4262,0.06849315
4263,0.06849315
4264,0.05479452
4265,0.05479452
4266,0.0
4267,0.05479452
4268,0.02739726
4269,0.02739726
4270,0.0
4271,0.02739726
4272,0.06849315
4273,0.10958904
4274,0.10958904
4275,0.06849315
4276,0.02739726
4277,0.06849315
4278,0.05479452
4279,0.02739726
4280,0.06849315
4281,0.02739726
4282,0.02739726
4283,0.02739726
4284,0.05479452
4285,0.02739726
4286,0.0
4287,0.05479452
4288,0.10958904
4289,0.15068494
4290,0.06849315
4291,0.04109589
4292,0.05479452
4293,0.02739726
4294,0.05479452
4295,0.05479452
4296,0.12328767
4297,0.06849315
4298,0.12328767
4299,0.02739726
4300,0.10958904
4301,0.02739726
4302,0.12328767
4303,0.02739726
4304,0.02739726
4305,0.1369863
4306,0.10958904
4307,0.02739726
4308,0.10958904
4309,0.02739726
4310,0.04109589
4311,0.06849315
4312,0.09589041
4313,0.0
4314,0.02739726
4315,0.10958904
4316,0.05479452
4317,0.02739726
4318,0.02739726
4319,0.1369863
4320,0.02739726
4321,0.05479452
4322,0.02739726
4323,0.02739726
4324,0.02739726
4325,0.06849315
4326,0.05479452
4327,0.05479452
4328,0.02739726
4329,0.02739726
4330,0.05479452
4331,0.05479452
4332,0.02739726
4333,0.02739726
4334,0.02739726
4335,0.05479452
4336,0.02739726
4337,0.02739726
4338,0.02739726
4339,0.0
4340,0.06849315
4341,0.02739726
4342,0.02739726
4343,0.04109589
4344,0.05479452
4345,0.02739726
4346,0.02739726
4347,0.05479452
4348,0.02739726
4349,0.02739726
4350,0.02739726
4351,0.08219178
4352,0.10958904
4353,0.02739726
4354,0.02739726
4355,0.10958904
4356,0.05479452
4357,0.02739726
4358,0.10958904
4359,0.05479452
4360,0.19178082
4361,0.02739726
4362,0.02739726
4363,0.02739726
4364,0.02739726
4365,0.02739726
4366,0.19178082
4367,0.05479452
4368,0.02739726
4369,0.05479452
4370,0.05479452
4371,0.06849315
4372,0.06849315
4373,0.09589041
4374,0.02739726
4375,0.15068494
4376,0.21917808
4377,0.05479452
4378,0.0
4379,0.05479452
4380,0.1369863
4381,0.06849315
4382,0.02739726
4383,0.10958904
4384,0.05479452
4385,0.09589041
4386,0.09589041
4387,0.02739726
4388,0.02739726
4389,0.06849315
4390,0.02739726
4391,0.0
4392,0.02739726
4393,0.02739726
4394,0.02739726
4395,0.05479452
4396,0.02739726
4397,0.06849315
4398,0.04109589
4399,0.06849315
4400,0.06849315
4401,0.02739726
4402,0.10958904
4403,0.0
4404,0.02739726
4405,0.02739726
4406,0.05479452
4407,0.02739726
4408,0.0
4409,0.09589041
4410,0.06849315
4411,0.02739726
4412,0.05479452
4413,0.06849315
4414,0.02739726
4415,0.05479452
4416,0.02739726
4417,0.06849315
4418,0.02739726
4419,0.02739726
4420,0.05479452
4421,0.09589041
4422,0.10958904
4423,0.05479452
4424,0.05479452
4425,0.02739726
4426,0.08219178
4427,0.02739726
4428,0.06849315
4429,0.0
4430,0.05479452
4431,0.02739726
4432,0.09589041
4433,0.02739726
4434,0.02739726
4435,0.05479452
4436,0.02739726
4437,0.06849315
4438,0.02739726
4439,0.02739726
4440,0.09589041
4441,0.05479452
4442,0.02739726
4443,0.0
4444,0.09589041
4445,0.02739726
4446,0.02739726
4447,0.02739726
4448,0.06849315
4449,0.10958904
4450,0.02739726
4451,0.05479452
4452,0.04109589
4453,0.02739726
4454,0.02739726
4455,0.05479452
4456,0.10958904
4457,0.05479452
4458,0.02739726
4459,0.06849315
4460,0.05479452
4461,0.02739726
4462,0.05479452
4463,0.02739726
4464,0.15068494
4465,0.02739726
4466,0.06849315
4467,0.06849315
4468,0.05479452
4469,0.06849315
4470,0.02739726
4471,0.10958904
4472,0.04109589
4473,0.06849315
4474,0.05479452
4475,0.12328767
4476,0.02739726
4477,0.05479452
4478,0.09589041
4479,0.05479452
4480,0.05479452
4481,0.06849315
4482,0.05479452
4483,0.05479452
4484,0.05479452
4485,0.05479452
4486,0.02739726
4487,0.02739726
4488,0.02739726
4489,0.02739726
4490,0.02739726
4491,0.15068494
4492,0.02739726
4493,0.02739726
4494,0.02739726
4495,0.02739726
4496,0.02739726
4497,0.2739726
4498,0.08219178
4499,0.02739726
4500,0.08219178
4501,0.05479452
4502,0.02739726
4503,0.02739726
4504,0.02739726
4505,0.06849315
4506,0.02739726
4507,0.02739726
4508,0.02739726
4509,0.02739726
4510,0.02739726
4511,0.02739726
4512,0.15068494
4513,0.05479452
4514,0.02739726
4515,0.05479452
4516,0.04109589
4517,0.06849315
4518,0.06849315
4519,0.06849315
4520,0.05479452
4521,0.04109589
4522,0.02739726
4523,0.02739726
4524,0.02739726
4525,0.02739726
4526,0.02739726
4527,0.06849315
4528,0.05479452
4529,0.02739726
4530,0.06849315
4531,0.02739726
4532,0.05479452
4533,0.09589041
4534,0.05479452
4535,0.02739726
4536,0.02739726
4537,0.06849315
4538,0.05479452
4539,0.02739726
4540,0.02739726
4541,0.06849315
4542,0.05479452
4543,0.05479452
4544,0.0
4545,0.02739726
4546,0.05479452
4547,0.04109589
4548,0.0
4549,0.02739726
4550,0.12328767
4551,0.24657534
4552,0.10958904
4553,0.01369863
4554,0.06849315
4555,0.02739726
4556,0.02739726
4557,0.06849315
4558,0.10958904
4559,0.02739726
4560,0.02739726
4561,0.15068494
4562,0.10958904
4563,0.02739726
4564,0.06849315
4565,0.02739726
4566,0.05479452
4567,0.05479452
4568,0.0
4569,0.06849315
4570,0.06849315
4571,0.06849315
4572,0.02739726
4573,0.02739726
4574,0.05479452
4575,0.06849315
4576,0.02739726
4577,0.0
4578,0.02739726
4579,0.06849315
4580,0.02739726
4581,0.05479452
4582,0.02739726
4583,0.10958904
4584,0.05479452
4585,0.06849315
4586,0.02739726
4587,0.0
4588,0.02739726
4589,0.02739726
4590,0.02739726
4591,0.0
4592,0.16438356
4593,0.05479452
4594,0.02739726
4595,0.05479452
4596,0.15068494
4597,0.02739726
4598,0.06849315
4599,0.02739726
4600,0.05479452
4601,0.02739726
4602,0.02739726
4603,0.02739726
4604,0.02739726
4605,0.10958904
4606,0.02739726
4607,0.05479452
4608,0.06849315
4609,0.10958904
4610,0.0
4611,0.05479452
4612,0.10958904
4613,0.10958904
4614,0.02739726
4615,0.02739726
4616,0.02739726
4617,0.12328767
4618,0.02739726
4619,0.06849315
4620,0.02739726
4621,0.19178082
4622,0.02739726
4623,0.0
4624,0.02739726
4625,0.16438356
4626,0.02739726
4627,0.20547946
4628,0.02739726
4629,0.09589041
4630,0.02739726
4631,0.15068494
4632,0.02739726
4633,0.05479452
4634,0.0
4635,0.02739726
4636,0.02739726
4637,0.05479452
4638,0.02739726
4639,0.0
4640,0.09589041
4641,0.05479452
4642,0.04109589
4643,0.09589041
4644,0.09589041
4645,0.0
4646,0.05479452
4647,0.0
4648,0.05479452
4649,0.06849315
4650,0.02739726
4651,0.05479452
4652,0.04109589
4653,0.08219178
4654,0.06849315
4655,0.05479452
4656,0.06849315
4657,0.15068494
4658,0.06849315
4659,0.02739726
4660,0.06849315
4661,0.05479452
4662,0.02739726
4663,0.1369863
4664,0.05479452
4665,0.02739726
4666,0.02739726
4667,0.02739726
4668,0.06849315
4669,0.02739726
4670,0.30136988
4671,0.05479452
4672,0.02739726
4673,0.02739726
4674,0.05479452
4675,0.05479452
4676,0.05479452
4677,0.02739726
4678,0.02739726
4679,0.12328767
4680,0.02739726
4681,0.10958904
4682,0.23287672
4683,0.02739726
4684,0.02739726
4685,0.05479452
4686,0.02739726
4687,0.02739726
4688,0.04109589
4689,0.10958904
4690,0.02739726
4691,0.05479452
4692,0.05479452
4693,0.05479452
4694,0.19178082
4695,0.06849315
4696,0.02739726
4697,0.02739726
4698,0.0
4699,0.06849315
4700,0.09589041
4701,0.02739726
4702,0.02739726
4703,0.06849315
4704,0.0
4705,0.02739726
4706,0.02739726
4707,0.08219178
4708,0.0
4709,0.10958904
4710,0.02739726
4711,0.02739726
4712,0.05479452
4713,0.05479452
4714,0.02739726
4715,0.05479452
4716,0.15068494
4717,0.02739726
4718,0.05479452
4719,0.02739726
4720,0.24657534
4721,0.04109589
4722,0.05479452
4723,0.06849315
4724,0.1369863
4725,0.02739726
4726,0.0
4727,0.05479452
4728,0.05479452
4729,0.02739726
4730,0.02739726
4731,0.06849315
4732,0.02739726
4733,0.05479452
4734,0.05479452
4735,0.05479452
4736,0.05479452
4737,0.06849315
4738,0.0
4739,0.05479452
4740,0.02739726
4741,0.04109589
4742,0.02739726
4743,0.02739726
4744,0.02739726
4745,0.06849315
4746,0.05479452
4747,0.04109589
4748,0.02739726
4749,0.05479452
4750,0.23287672
4751,0.09589041
4752,0.06849315
4753,0.06849315
4754,0.02739726
4755,0.02739726
4756,0.02739726
4757,0.02739726
4758,0.02739726
4759,0.02739726
4760,0.05479452
4761,0.12328767
4762,0.02739726
4763,0.0
4764,0.02739726
4765,0.02739726
4766,0.02739726
4767,0.15068494
4768,0.05479452
4769,0.05479452
4770,0.06849315
4771,0.09589041
4772,0.0
4773,0.0
4774,0.15068494
4775,0.1369863
4776,0.05479452
4777,0.05479452
4778,0.02739726
4779,0.02739726
4780,0.16438356
4781,0.05479452
4782,0.02739726
4783,0.05479452
4784,0.02739726
4785,0.02739726
4786,0.02739726
4787,0.05479452
4788,0.10958904
4789,0.05479452
4790,0.05479452
4791,0.05479452
4792,0.02739726
4793,0.1369863
4794,0.02739726
4795,0.10958904
4796,0.02739726
4797,0.06849315
4798,0.0
4799,0.02739726
4800,0.05479452
4801,0.02739726
4802,0.05479452
4803,0.10958904
4804,0.02739726
4805,0.10958904
4806,0.02739726
4807,0.05479452
4808,0.02739726
4809,0.02739726
4810,0.02739726
4811,0.02739726
4812,0.02739726
4813,0.15068494
4814,0.02739726
4815,0.02739726
4816,0.05479452
4817,0.02739726
4818,0.0
4819,0.10958904
4820,0.0
4821,0.06849315
4822,0.06849315
4823,0.05479452
4824,0.02739726
4825,0.06849315
4826,0.02739726
4827,0.10958904
4828,0.02739726
4829,0.0
4830,0.02739726
4831,0.02739726
4832,0.02739726
4833,0.02739726
4834,0.04109589
4835,0.02739726
4836,0.02739726
4837,0.02739726
4838,0.02739726
4839,0.04109589
4840,0.15068494
4841,0.02739726
4842,0.08219178
4843,0.02739726
4844,0.06849315
4845,0.02739726
4846,0.05479452
4847,0.12328767
4848,0.05479452
4849,0.02739726
4850,0.02739726
4851,0.02739726
4852,0.02739726
4853,0.09589041
4854,0.05479452
4855,0.02739726
4856,0.02739726
4857,0.02739726
4858,0.02739726
4859,0.06849315
4860,0.0
4861,0.02739726
4862,0.06849315
4863,0.02739726
4864,0.06849315
4865,0.02739726
4866,0.05479452
4867,0.05479452
4868,0.05479452
4869,0.02739726
4870,0.02739726
4871,0.06849315
4872,0.1369863
4873,0.05479452
4874,0.0
4875,0.05479452
4876,0.10958904
4877,0.05479452
4878,0.02739726
4879,0.1780822
4880,0.10958904
4881,0.0
4882,0.09589041
4883,0.02739726
4884,0.05479452
4885,0.05479452
4886,0.09589041
4887,0.04109589
4888,0.0
4889,0.05479452
4890,0.02739726
4891,0.02739726
4892,0.06849315
4893,0.06849315
4894,0.02739726
4895,0.02739726
4896,0.05479452
4897,0.02739726
4898,0.02739726
4899,0.09589041
4900,0.05479452
4901,0.05479452
4902,0.10958904
4903,0.05479452
4904,0.02739726
4905,0.05479452
4906,0.02739726
4907,0.0
4908,0.06849315
4909,0.1780822
4910,0.0
4911,0.02739726
4912,0.02739726
4913,0.05479452
4914,0.15068494
4915,0.06849315
4916,0.02739726
4917,0.15068494
4918,0.06849315
4919,0.20547946
4920,0.16438356
4921,0.1369863
4922,0.05479452
4923,0.21917808
4924,0.02739726
4925,0.02739726
4926,0.12328767
4927,0.10958904
4928,0.05479452
4929,0.02739726
4930,0.05479452
4931,0.0
4932,0.02739726
4933,0.05479452
4934,0.02739726
4935,0.0
4936,0.10958904
4937,0.05479452
4938,0.02739726
4939,0.02739726
4940,0.02739726
4941,0.02739726
4942,0.02739726
4943,0.02739726
4944,0.09589041
4945,0.02739726
4946,0.1780822
4947,0.02739726
4948,0.10958904
4949,0.02739726
4950,0.02739726
4951,0.02739726
4952,0.05479452
4953,0.02739726
4954,0.05479452
4955,0.02739726
4956,0.06849315
4957,0.10958904
4958,0.05479452
4959,0.09589041
4960,0.02739726
4961,0.02739726
4962,0.02739726
4963,0.16438356
4964,0.02739726
4965,0.05479452
4966,0.02739726
4967,0.02739726
4968,0.02739726
4969,0.06849315
4970,0.02739726
4971,0.02739726
4972,0.02739726
4973,0.02739726
4974,0.02739726
4975,0.41095892
4976,0.09589041
4977,0.02739726
4978,0.02739726
4979,0.02739726
4980,0.02739726
4981,0.02739726
4982,0.02739726
4983,0.02739726
4984,0.02739726
4985,0.02739726
4986,0.02739726
4987,0.02739726
4988,0.05479452
4989,0.02739726
4990,0.02739726
4991,0.05479452
4992,0.0
4993,0.02739726
4994,0.02739726
4995,0.02739726
4996,0.02739726
4997,0.06849315
4998,0.04109589
4999,0.06849315
5000,0.02739726
5001,0.06849315
5002,0.06849315
5003,0.06849315
5004,0.06849315
5005,0.02739726
5006,0.05479452
5007,0.02739726
5008,0.02739726
5009,0.02739726
5010,0.12328767
5011,0.05479452
5012,0.09589041
5013,0.06849315
5014,0.02739726
5015,0.02739726
5016,0.02739726
5017,0.05479452
5018,0.05479452
5019,0.06849315
5020,0.05479452
5021,0.05479452
5022,0.06849315
5023,0.02739726
5024,0.02739726
5025,0.05479452
5026,0.02739726
5027,0.02739726
5028,0.02739726
5029,0.06849315
5030,0.10958904
5031,0.02739726
5032,0.06849315
5033,0.02739726
5034,0.05479452
5035,0.06849315
5036,0.02739726
5037,0.02739726
5038,0.02739726
5039,0.0
5040,0.05479452
5041,0.02739726
5042,0.05479452
5043,0.02739726
5044,0.12328767
5045,0.06849315
5046,0.02739726
5047,0.0
5048,0.02739726
5049,0.04109589
5050,0.02739726
5051,0.02739726
5052,0.02739726
5053,0.02739726
5054,0.06849315
5055,0.02739726
5056,0.05479452
5057,0.02739726
5058,0.06849315
5059,0.06849315
5060,0.02739726
5061,0.02739726
5062,0.02739726
5063,0.02739726
5064,0.05479452
5065,0.02739726
5066,0.10958904
5067,0.05479452
5068,0.09589041
5069,0.02739726
5070,0.02739726
5071,0.02739726
5072,0.0
5073,0.02739726
5074,0.02739726
5075,0.02739726
5076,0.10958904
5077,0.02739726
5078,0.02739726
5079,0.05479452
5080,0.02739726
5081,0.02739726
5082,0.02739726
5083,0.02739726
5084,0.0
5085,0.02739726
5086,0.02739726
5087,0.05479452
5088,0.05479452
5089,0.05479452
5090,0.02739726
5091,0.10958904
5092,0.1780822
5093,0.05479452
5094,0.02739726
5095,0.02739726
5096,0.08219178
5097,0.02739726
5098,0.0
5099,0.0
5100,0.02739726
5101,0.12328767
5102,0.02739726
5103,0.02739726
5104,0.02739726
5105,0.06849315
5106,0.06849315
5107,0.05479452
5108,0.02739726
5109,0.05479452
5110,0.02739726
5111,0.02739726
5112,0.0
5113,0.02739726
5114,0.06849315
5115,0.02739726
5116,0.02739726
5117,0.02739726
5118,0.1780822
5119,0.05479452
5120,0.09589041
5121,0.0
5122,0.02739726
5123,0.05479452
5124,0.02739726
5125,0.02739726
5126,0.0
5127,0.08219178
5128,0.06849315
5129,0.0
5130,0.02739726
5131,0.05479452
5132,0.05479452
5133,0.06849315
5134,0.10958904
5135,0.0
5136,0.02739726
5137,0.05479452
5138,0.15068494
5139,0.09589041
5140,0.01369863
5141,0.02739726
5142,0.02739726
5143,0.02739726
5144,0.09589041
5145,0.0
5146,0.02739726
5147,0.02739726
5148,0.02739726
5149,0.04109589
5150,0.2739726
5151,0.02739726
5152,0.19178082
5153,0.02739726
5154,0.01369863
5155,0.02739726
5156,0.02739726
5157,0.15068494
5158,0.0
5159,0.10958904
5160,0.02739726
5161,0.10958904
5162,0.02739726
5163,0.04109589
5164,0.02739726
5165,0.02739726
5166,0.05479452
5167,0.02739726
5168,0.06849315
5169,0.19178082
5170,0.06849315
5171,0.02739726
5172,0.02739726
5173,0.05479452
5174,0.06849315
5175,0.06849315
5176,0.05479452
5177,0.02739726
5178,0.0
5179,0.06849315
5180,0.06849315
5181,0.05479452
5182,0.06849315
5183,0.06849315
5184,0.06849315
5185,0.05479452
5186,0.02739726
5187,0.02739726
5188,0.02739726
5189,0.02739726
5190,0.02739726
5191,0.02739726
5192,0.02739726
5193,0.06849315
5194,0.02739726
5195,0.02739726
5196,0.10958904
5197,0.06849315
5198,0.15068494
5199,0.02739726
5200,0.02739726
5201,0.02739726
5202,0.02739726
5203,0.15068494
5204,0.0
5205,0.05479452
5206,0.15068494
5207,0.0
5208,0.02739726
5209,0.06849315
5210,0.0
5211,0.06849315
5212,0.05479452
5213,0.02739726
5214,0.02739726
5215,0.10958904
5216,0.05479452
5217,0.06849315
5218,0.02739726
5219,0.05479452
5220,0.02739726
5221,0.09589041
5222,0.02739726
5223,0.02739726
5224,0.05479452
5225,0.02739726
5226,0.02739726
5227,0.0
5228,0.09589041
5229,0.02739726
5230,0.05479452
5231,0.05479452
5232,0.06849315
5233,0.16438356
5234,0.10958904
5235,0.05479452
5236,0.02739726
5237,0.02739726
5238,0.05479452
5239,0.02739726
5240,0.02739726
5241,0.15068494
5242,0.02739726
5243,0.02739726
5244,0.02739726
5245,0.02739726
5246,0.02739726
5247,0.02739726
5248,0.04109589
5249,0.05479452
5250,0.10958904
5251,0.05479452
5252,0.02739726
5253,0.02739726
5254,0.02739726
5255,0.06849315
5256,0.05479452
5257,0.02739726
5258,0.02739726
5259,0.10958904
5260,0.04109589
5261,0.02739726
5262,0.02739726
5263,0.05479452
5264,0.02739726
5265,0.06849315
5266,0.05479452
5267,0.19178082
5268,0.05479452
5269,0.05479452
5270,0.05479452
5271,0.02739726
5272,0.10958904
5273,0.06849315
5274,0.06849315
5275,0.02739726
5276,0.0
5277,0.05479452
5278,0.39726028
5279,0.02739726
5280,0.02739726
5281,0.02739726
5282,0.04109589
5283,0.06849315
5284,0.05479452
5285,0.06849315
5286,0.02739726
5287,0.02739726
5288,0.06849315
5289,0.05479452
5290,0.0
5291,0.02739726
5292,0.0
5293,0.02739726
5294,0.0
5295,0.02739726
5296,0.02739726
5297,0.05479452
5298,0.02739726
5299,0.05479452
5300,0.04109589
5301,0.0
5302,0.06849315
5303,0.02739726
5304,0.05479452
5305,0.02739726
5306,0.16438356
5307,0.02739726
5308,0.02739726
5309,0.05479452
5310,0.10958904
5311,0.10958904
5312,0.09589041
5313,0.02739726
5314,0.02739726
5315,0.02739726
5316,0.02739726
5317,0.02739726
5318,0.02739726
5319,0.0
5320,0.02739726
5321,0.02739726
5322,0.02739726
5323,0.06849315
5324,0.02739726
5325,0.05479452
5326,0.05479452
5327,0.02739726
5328,0.02739726
5329,0.02739726
5330,0.02739726
5331,0.05479452
5332,0.0
5333,0.05479452
5334,0.05479452
5335,0.05479452
5336,0.05479452
5337,0.05479452
5338,0.02739726
5339,0.02739726
5340,0.06849315
5341,0.02739726
5342,0.02739726
5343,0.02739726
5344,0.02739726
5345,0.06849315
5346,0.02739726
5347,0.02739726
5348,0.02739726
5349,0.05479452
5350,0.05479452
5351,0.05479452
5352,0.02739726
5353,0.02739726
5354,0.02739726
5355,0.02739726
5356,0.05479452
5357,0.06849315
5358,0.63013697
5359,0.05479452
5360,0.06849315
5361,0.0
5362,0.06849315
5363,0.02739726
5364,0.05479452
5365,0.02739726
5366,0.02739726
5367,0.0
5368,0.02739726
5369,0.02739726
5370,0.0
5371,0.1369863
5372,0.02739726
5373,0.02739726
5374,0.02739726
5375,0.1369863
5376,0.05479452
5377,0.05479452
5378,0.05479452
5379,0.06849315
5380,0.02739726
5381,0.05479452
5382,0.05479452
5383,0.02739726
5384,0.0
5385,0.02739726
5386,0.02739726
5387,0.02739726
5388,0.0
5389,0.02739726
5390,0.08219178
5391,0.02739726
5392,0.05479452
5393,0.0
5394,0.02739726
5395,0.05479452
5396,0.09589041
5397,0.02739726
5398,0.02739726
5399,0.02739726
5400,0.02739726
5401,0.05479452
5402,0.02739726
5403,0.02739726
5404,0.05479452
5405,0.10958904
5406,0.15068494
5407,0.02739726
5408,0.1780822
5409,0.02739726
5410,0.0
5411,0.05479452
5412,0.05479452
5413,0.02739726
5414,0.0
5415,0.05479452
5416,0.0
5417,0.06849315
5418,0.02739726
5419,0.06849315
5420,0.05479452
5421,0.0
5422,0.02739726
5423,0.02739726
5424,0.05479452
5425,0.02739726
5426,0.10958904
5427,0.02739726
5428,0.06849315
5429,0.05479452
5430,0.02739726
5431,0.02739726
5432,0.02739726
5433,0.15068494
5434,0.05479452
5435,0.05479452
5436,0.05479452
5437,0.05479452
5438,0.10958904
5439,0.1780822
5440,0.06849315
5441,0.02739726
5442,0.05479452
5443,0.02739726
5444,0.1780822
5445,0.02739726
5446,0.02739726
5447,0.15068494
5448,0.02739726
5449,0.05479452
5450,0.02739726
5451,0.02739726
5452,0.02739726
5453,0.02739726
5454,0.02739726
5455,0.02739726
5456,0.02739726
5457,0.06849315
5458,0.0
5459,0.05479452
5460,0.02739726
5461,0.02739726
5462,0.02739726
5463,0.06849315
5464,0.02739726
5465,0.09589041
5466,0.02739726
5467,0.1369863
5468,0.0
5469,0.09589041
5470,0.02739726
5471,0.10958904
5472,0.02739726
5473,0.02739726
5474,0.05479452
5475,0.10958904
5476,0.06849315
5477,0.02739726
5478,0.06849315
5479,0.05479452
5480,0.02739726
5481,0.02739726
5482,0.02739726
5483,0.05479452
5484,0.02739726
5485,0.02739726
5486,0.10958904
5487,0.0
5488,0.1780822
5489,0.02739726
5490,0.02739726
5491,0.02739726
5492,0.02739726
5493,0.06849315
5494,0.02739726
5495,0.05479452
5496,0.06849315
5497,0.05479452
5498,0.05479452
5499,0.02739726
5500,0.10958904
5501,0.02739726
5502,0.05479452
5503,0.05479452
5504,0.05479452
5505,0.02739726
5506,0.05479452
5507,0.02739726
5508,0.06849315
5509,0.05479452
5510,0.05479452
5511,0.05479452
5512,0.02739726
5513,0.02739726
5514,0.23287672
5515,0.02739726
5516,0.10958904
5517,0.05479452
5518,0.02739726
5519,0.02739726
5520,0.02739726
5521,0.04109589
5522,0.05479452
5523,0.06849315
5524,0.02739726
5525,0.02739726
5526,0.04109589
5527,0.05479452
5528,0.05479452
5529,0.10958904
5530,0.0
5531,0.0
5532,0.02739726
5533,0.02739726
5534,0.1369863
5535,0.02739726
5536,0.02739726
5537,0.02739726
5538,0.02739726
5539,0.02739726
5540,0.16438356
5541,0.05479452
5542,0.02739726
5543,0.02739726
5544,0.02739726
5545,0.05479452
5546,0.12328767
5547,0.05479452
5548,0.06849315
5549,0.05479452
5550,0.06849315
5551,0.02739726
5552,0.02739726
5553,0.06849315
5554,0.02739726
5555,0.05479452
5556,0.05479452
5557,0.04109589
5558,0.06849315
5559,0.0
5560,0.05479452
5561,0.0
5562,0.05479452
5563,0.05479452
5564,0.05479452
5565,0.02739726
5566,0.02739726
5567,0.0
5568,0.0
5569,0.02739726
5570,0.02739726
5571,0.05479452
5572,0.02739726
5573,0.05479452
5574,0.06849315
5575,0.05479452
5576,0.05479452
5577,0.12328767
5578,0.02739726
5579,0.16438356
5580,0.02739726
5581,0.02739726
5582,0.06849315
5583,0.10958904
5584,0.06849315
5585,0.06849315
5586,0.06849315
5587,0.02739726
5588,0.06849315
5589,0.06849315
5590,0.09589041
5591,0.1369863
5592,0.02739726
5593,0.04109589
5594,0.06849315
5595,0.10958904
5596,0.02739726
5597,0.02739726
5598,0.02739726
5599,0.05479452
5600,0.10958904
5601,0.05479452
5602,0.12328767
5603,0.05479452
5604,0.12328767
5605,0.02739726
5606,0.05479452
5607,0.02739726
5608,0.02739726
5609,0.02739726
5610,0.06849315
5611,0.02739726
5612,0.10958904
5613,0.02739726
5614,0.05479452
5615,0.02739726
5616,0.05479452
5617,0.05479452
5618,0.02739726
5619,0.02739726
5620,0.02739726
5621,0.09589041
5622,0.05479452
5623,0.05479452
5624,0.05479452
5625,0.02739726
5626,0.02739726
5627,0.02739726
5628,0.05479452
5629,0.02739726
5630,0.08219178
5631,0.05479452
5632,0.02739726
5633,0.02739726
5634,0.02739726
5635,0.0
5636,0.06849315
5637,0.02739726
5638,0.09589041
5639,0.0
5640,0.02739726
5641,0.05479452
5642,0.05479452
5643,0.05479452
5644,0.02739726
5645,0.06849315
5646,0.08219178
5647,0.05479452
5648,0.0
5649,0.02739726
5650,0.06849315
5651,0.0
5652,0.02739726
5653,0.02739726
5654,0.05479452
5655,0.02739726
5656,0.02739726
5657,0.02739726
5658,0.02739726
5659,0.05479452
5660,0.02739726
5661,0.05479452
5662,0.02739726
5663,0.02739726
5664,0.05479452
5665,0.05479452
5666,0.02739726
5667,0.05479452
5668,0.02739726
5669,0.0
5670,0.12328767
5671,0.05479452
5672,0.0
5673,0.12328767
5674,0.05479452
5675,0.02739726
5676,0.05479452
5677,0.10958904
5678,0.34246576
5679,0.0
5680,0.05479452
5681,0.02739726
5682,0.02739726
5683,0.0
5684,0.02739726
5685,0.02739726
5686,0.06849315
5687,0.08219178
5688,0.02739726
5689,0.02739726
5690,0.06849315
5691,0.05479452
5692,0.05479452
5693,0.02739726
5694,0.05479452
5695,0.19178082
5696,0.02739726
5697,0.05479452
5698,0.06849315
5699,0.02739726
5700,0.05479452
5701,0.02739726
5702,0.06849315
5703,0.02739726
5704,0.02739726
5705,0.02739726
5706,0.02739726
5707,0.0
5708,0.02739726
5709,0.02739726
5710,0.02739726
5711,0.02739726
5712,0.02739726
5713,0.02739726
5714,0.05479452
5715,0.0
5716,0.0
5717,0.05479452
5718,0.02739726
5719,0.02739726
5720,0.02739726
5721,0.02739726
5722,0.05479452
5723,0.02739726
5724,0.02739726
5725,0.06849315
5726,0.0
5727,0.0
5728,0.02739726
5729,0.04109589
5730,0.05479452
5731,0.06849315
5732,0.1369863
5733,0.12328767
5734,0.02739726
5735,0.02739726
5736,0.05479452
5737,0.02739726
5738,0.06849315
5739,0.1369863
5740,0.05479452
5741,0.02739726
5742,0.10958904
5743,0.02739726
5744,0.02739726
5745,0.09589041
5746,0.02739726
5747,0.02739726
5748,0.09589041
5749,0.23287672
5750,0.02739726
5751,0.05479452
5752,0.06849315
5753,0.05479452
5754,0.06849315
5755,0.02739726
5756,0.02739726
5757,0.05479452
5758,0.02739726
5759,0.12328767
5760,0.0
5761,0.02739726
5762,0.02739726
5763,0.02739726
5764,0.06849315
5765,0.02739726
5766,0.0
5767,0.02739726
5768,0.02739726
5769,0.02739726
5770,0.06849315
5771,0.05479452
5772,0.0
5773,0.02739726
5774,0.02739726
5775,0.06849315
5776,0.02739726
5777,0.05479452
5778,0.02739726
5779,0.02739726
5780,0.06849315
5781,0.02739726
5782,0.05479452
5783,0.05479452
5784,0.02739726
5785,0.0
5786,0.02739726
5787,0.15068494
5788,0.02739726
5789,0.05479452
5790,0.05479452
5791,0.05479452
5792,0.10958904
5793,0.02739726
5794,0.02739726
5795,0.0
5796,0.05479452
5797,0.15068494
